optionsetid,optionvalue,,sort_order
2,"Y23 Rifle, shotgun and larger firearm discharge, undetermined intent",,12988
2,"Y230 Rifle, shotgun and larger firearm discharge, undetermined intent, home",,12989
2,"Y231 Rifle, shotgun and larger firearm discharge, undetermined intent, residential institution",,12990
2,"Y232 Rifle, shotgun and larger firearm discharge, undetermined intent, school, other institution and public administrative area",,12991
2,"Y233 Rifle, shotgun and larger firearm discharge, undetermined intent, sports and athletics area",,12992
2,"Y234 Rifle, shotgun and larger firearm discharge, undetermined intent, street and highway",,12993
2,"Y235 Rifle, shotgun and larger firearm discharge, undetermined intent, trade and service area",,12994
2,"Y236 Rifle, shotgun and larger firearm discharge, undetermined intent, industrial and construction area",,12995
2,"Y237 Rifle, shotgun and larger firearm discharge, undetermined intent, farm",,12996
2,"Y238 Rifle, shotgun and larger firearm discharge, undetermined intent, other specified places",,12997
2,"Y239 Rifle, shotgun and larger firearm discharge, undetermined intent, unspecified place",,12998
2,"Y24 Other and unspecified firearm discharge, undetermined intent",,12999
2,"Y240 Other and unspecified firearm discharge, undetermined intent, home",,13000
2,"Y241 Other and unspecified firearm discharge, undetermined intent, residential institution",,13001
2,"Y242 Other and unspecified firearm discharge, undetermined intent, school, other institution and public administrative area",,13002
2,"Y243 Other and unspecified firearm discharge, undetermined intent, sports and athletics area",,13003
2,"Y244 Other and unspecified firearm discharge, undetermined intent, street and highway",,13004
2,"Y245 Other and unspecified firearm discharge, undetermined intent, trade and service area",,13005
2,"Y246 Other and unspecified firearm discharge, undetermined intent, industrial and construction area",,13006
2,"Y247 Other and unspecified firearm discharge, undetermined intent, farm",,13007
2,"Y248 Other and unspecified firearm discharge, undetermined intent, other specified places",,13008
2,"Y249 Other and unspecified firearm discharge, undetermined intent, unspecified place",,13009
2,"Y25 Contact with explosive material, undetermined intent",,13010
2,"Y250 Contact with explosive material, undetermined intent, home",,13011
2,"Y251 Contact with explosive material, undetermined intent, residential institution",,13012
2,"Y252 Contact with explosive material, undetermined intent, school, other institution and public administrative area",,13013
2,"Y253 Contact with explosive material, undetermined intent, sports and athletics area",,13014
2,"Y255 Contact with explosive material, undetermined intent, trade and service area",,13016
2,"Y256 Contact with explosive material, undetermined intent, industrial and construction area",,13017
2,"Y257 Contact with explosive material, undetermined intent, farm",,13018
2,Z912 Personal history of poor personal hygiene,,14163
2,"Y258 Contact with explosive material, undetermined intent, other specified places",,13019
2,"Y259 Contact with explosive material, undetermined intent, unspecified place",,13020
2,"Y26 Exposure to smoke, fire and flames, undetermined intent",,13021
2,"Y260 Exposure to smoke, fire and flames, undetermined intent, home",,13022
2,"Y261 Exposure to smoke, fire and flames, undetermined intent, residential institution",,13023
2,"Y262 Exposure to smoke, fire and flames, undetermined intent, school, other institution and public administrative area",,13024
2,"Y263 Exposure to smoke, fire and flames, undetermined intent, sports and athletics area",,13025
2,"Y264 Exposure to smoke, fire and flames, undetermined intent, street and highway",,13026
2,"Y265 Exposure to smoke, fire and flames, undetermined intent, trade and service area",,13027
2,"Y266 Exposure to smoke, fire and flames, undetermined intent, industrial and construction area",,13028
2,"Y267 Exposure to smoke, fire and flames, undetermined intent, farm",,13029
2,"Y268 Exposure to smoke, fire and flames, undetermined intent, other specified places",,13030
2,"Y269 Exposure to smoke, fire and flames, undetermined intent, unspecified place",,13031
2,"Y27 Contact with steam, hot vapours and hot objects, undetermined intent",,13032
2,"Y270 Contact with steam, hot vapours and hot objects, undetermined intent, home",,13033
2,"Y271 Contact with steam, hot vapours and hot objects, undetermined intent, residential institution",,13034
2,"Y272 Contact with steam, hot vapours and hot objects, undetermined intent, school, other institution and public administrative area",,13035
2,"Y273 Contact with steam, hot vapours and hot objects, undetermined intent, sports and athletics area",,13036
2,"Y274 Contact with steam, hot vapours and hot objects, undetermined intent, street and highway",,13037
2,"Y275 Contact with steam, hot vapours and hot objects, undetermined intent, trade and service area",,13038
2,"Y276 Contact with steam, hot vapours and hot objects, undetermined intent, industrial and construction area",,13039
2,"Y277 Contact with steam, hot vapours and hot objects, undetermined intent, farm",,13040
2,"Y278 Contact with steam, hot vapours and hot objects, undetermined intent, other specified places",,13041
2,"Y279 Contact with steam, hot vapours and hot objects, undetermined intent, unspecified place",,13042
2,"Y28 Contact with sharp object, undetermined intent",,13043
2,"Y280 Contact with sharp object, undetermined intent, home",,13044
2,"Y281 Contact with sharp object, undetermined intent, residential institution",,13045
2,"Y282 Contact with sharp object, undetermined intent, school, other institution and public administrative area",,13046
2,"Y283 Contact with sharp object, undetermined intent, sports and athletics area",,13047
2,"Y284 Contact with sharp object, undetermined intent, street and highway",,13048
2,"Y285 Contact with sharp object, undetermined intent, trade and service area",,13049
2,"Y286 Contact with sharp object, undetermined intent, industrial and construction area",,13050
2,"Y287 Contact with sharp object, undetermined intent, farm",,13051
2,"Y288 Contact with sharp object, undetermined intent, other specified places",,13052
2,"Y289 Contact with sharp object, undetermined intent, unspecified place",,13053
2,"Y29 Contact with blunt object, undetermined intent",,13054
2,"Y290 Contact with blunt object, undetermined intent, home",,13055
2,"Y291 Contact with blunt object, undetermined intent, residential institution",,13056
2,"Y292 Contact with blunt object, undetermined intent, school, other institution and public administrative area",,13057
2,"Y293 Contact with blunt object, undetermined intent, sports and athletics area",,13058
2,"Y294 Contact with blunt object, undetermined intent, street and highway",,13059
2,"Y295 Contact with blunt object, undetermined intent, trade and service area",,13060
2,"Y296 Contact with blunt object, undetermined intent, industrial and construction area",,13061
2,"Y297 Contact with blunt object, undetermined intent, farm",,13062
2,"Y298 Contact with blunt object, undetermined intent, other specified places",,13063
2,"Y299 Contact with blunt object, undetermined intent, unspecified place",,13064
2,"Y30 Falling, jumping or pushed from a high place, undetermined intent",,13065
2,"Y300 Falling, jumping or pushed from a high place, undetermined intent, home",,13066
2,"Y301 Falling, jumping or pushed from a high place, undetermined intent, residential institution",,13067
2,"Y302 Falling, jumping or pushed from a high place, undetermined intent, school, other institution and public administrative area",,13068
2,"Y303 Falling, jumping or pushed from a high place, undetermined intent, sports and athletics area",,13069
2,"Y304 Falling, jumping or pushed from a high place, undetermined intent, street and highway",,13070
2,"Y305 Falling, jumping or pushed from a high place, undetermined intent, trade and service area",,13071
2,"Y306 Falling, jumping or pushed from a high place, undetermined intent, industrial and construction area",,13072
2,"Y307 Falling, jumping or pushed from a high place, undetermined intent, farm",,13073
2,"Y308 Falling, jumping or pushed from a high place, undetermined intent, other specified places",,13074
2,"Y309 Falling, jumping or pushed from a high place, undetermined intent, unspecified place",,13075
2,"Y31 Falling, lying or running before or into moving object, undetermined intent",,13076
2,"Y310 Falling, lying or running before or into moving object, undetermined intent, home",,13077
2,"Y311 Falling, lying or running before or into moving object, undetermined intent, residential institution",,13078
2,"Y312 Falling, lying or running before or into moving object, undetermined intent, school, other institution and public administrative area",,13079
2,Y422 Antithyroid drugs,,13163
2,Y532 Stimulant laxatives,,13268
2,"Y313 Falling, lying or running before or into moving object, undetermined intent, sports and athletics area",,13080
2,"Y314 Falling, lying or running before or into moving object, undetermined intent, street and highway",,13081
2,"Y315 Falling, lying or running before or into moving object, undetermined intent, trade and service area",,13082
2,"Y316 Falling, lying or running before or into moving object, undetermined intent, industrial and construction area",,13083
2,"Y317 Falling, lying or running before or into moving object, undetermined intent, farm",,13084
2,"Y318 Falling, lying or running before or into moving object, undetermined intent, other specified places",,13085
2,"Y319 Falling, lying or running before or into moving object, undetermined intent, unspecified place",,13086
2,"Y32 Crashing of motor vehicle, undetermined intent",,13087
2,"Y320 Crashing of motor vehicle, undetermined intent, home",,13088
2,"Y321 Crashing of motor vehicle, undetermined intent, residential institution",,13089
2,"Y322 Crashing of motor vehicle, undetermined intent, school, other institution and public administrative area",,13090
2,"Y323 Crashing of motor vehicle, undetermined intent, sports and athletics area",,13091
2,"Y324 Crashing of motor vehicle, undetermined intent, street and highway",,13092
2,"Y325 Crashing of motor vehicle, undetermined intent, trade and service area",,13093
2,"Y326 Crashing of motor vehicle, undetermined intent, industrial and construction area",,13094
2,"Y327 Crashing of motor vehicle, undetermined intent, farm",,13095
2,"Y328 Crashing of motor vehicle, undetermined intent, other specified places",,13096
2,"Y329 Crashing of motor vehicle, undetermined intent, unspecified place",,13097
2,"Y33 Other specified events, undetermined intent",,13098
2,"Y330 Other specified events, undetermined intent, home",,13099
2,"Y331 Other specified events, undetermined intent, residential institution",,13100
2,"Y332 Other specified events, undetermined intent, school, other institution and public administrative area",,13101
2,"Y333 Other specified events, undetermined intent, sports and athletics area",,13102
2,"Y334 Other specified events, undetermined intent, street and highway",,13103
2,"Y335 Other specified events, undetermined intent, trade and service area",,13104
2,"Y336 Other specified events, undetermined intent, industrial and construction area",,13105
2,"Y337 Other specified events, undetermined intent, farm",,13106
2,"Y338 Other specified events, undetermined intent, other specified places",,13107
2,"Y339 Other specified events, undetermined intent, unspecified place",,13108
2,"Y34 Unspecified event, undetermined intent",,13109
2,"Y340 Unspecified event, undetermined intent, home",,13110
2,"Y341 Unspecified event, undetermined intent, residential institution",,13111
2,"Y342 Unspecified event, undetermined intent, school, other institution and public administrative area",,13112
2,"Y343 Unspecified event, undetermined intent, sports and athletics area",,13113
2,"Y344 Unspecified event, undetermined intent, street and highway",,13114
2,"Y345 Unspecified event, undetermined intent, trade and service area",,13115
2,"Y346 Unspecified event, undetermined intent, industrial and construction area",,13116
2,"Y347 Unspecified event, undetermined intent, farm",,13117
2,"Y348 Unspecified event, undetermined intent, other specified places",,13118
2,"Y349 Unspecified event, undetermined intent, unspecified place",,13119
2,Y35 Legal intervention,,13120
2,Y350 Legal intervention involving firearm discharge,,13121
2,Y351 Legal intervention involving explosives,,13122
2,Y352 Legal intervention involving gas,,13123
2,Y353 Legal intervention involving blunt objects,,13124
2,Y354 Legal intervention involving sharp objects,,13125
2,Y355 Legal execution,,13126
2,Y356 Legal intervention involving other specified means,,13127
2,"Y357 Legal intervention, means unspecified",,13128
2,Y36 Operations of war,,13129
2,Y360 War operations involving explosion of marine weapons,,13130
2,Y361 War operations involving destruction of aircraft,,13131
2,Y362 War operations involving other explosions and fragments,,13132
2,"Y363 War operations involving fires, conflagrations and hot substances",,13133
2,Y364 War operations involving firearm discharge and other forms of conventional warfare,,13134
2,Y365 War operations involving nuclear weapons,,13135
2,Y366 War operations involving biological weapons,,13136
2,Y367 War operations involving chemical weapons and other forms of unconventional warfare,,13137
2,Y368 War operations occurring after cessation of hostilities,,13138
2,"Y369 War operations, unspecified",,13139
2,Y40 Systemic antibiotics,,13140
2,Y400 Penicillins,,13141
2,Y401 Cefalosporins and other beta-lactam antibiotics,,13142
2,Y402 Chloramphenicol group,,13143
2,Y403 Macrolides,,13144
2,Y404 Tetracyclines,,13145
2,Y405 Aminoglycosides,,13146
2,Y406 Rifamycins,,13147
2,"Y407 Antifungal antibiotics, systemically used",,13148
2,Y408 Other systemic antibiotics,,13149
2,"Y409 Systemic antibiotic, unspecified",,13150
2,Y41 Other systemic anti-infectives and antiparasitics,,13151
2,Y410 Sulfonamides,,13152
2,Y411 Antimycobacterial drugs,,13153
2,Y412 Antimalarials and drugs acting on other blood protozoa,,13154
2,Y413 Other antiprotozoal drugs,,13155
2,Y414 Anthelminthics,,13156
2,Y415 Antiviral drugs,,13157
2,Y418 Other specified systemic anti-infectives and antiparasitics,,13158
2,"Y419 Systemic anti-infective and antiparasitic, unspecified",,13159
2,"Y42 Hormones and their synthetic substitutes and antagonists, NEC",,13160
2,Y420 Glucocorticoids and synthetic analogues,,13161
2,Y421 Thyroid hormones and substitutes,,13162
2,"Y426 Antigonadotrophins, antiestrogens, antiandrogens, NEC",,13167
2,Y427 Androgens and anabolic congeners,,13168
2,Y428 Other and unspecified hormones and their synthetic substitutes,,13169
2,Y429 Other and unspecified hormone antagonists,,13170
2,Y43 Primarily systemic agents,,13171
2,Y430 Antiallergic and antiemetic drugs,,13172
2,Y431 Antineoplastic antimetabolites,,13173
2,Y432 Antineoplastic natural products,,13174
2,Y433 Other antineoplastic drugs,,13175
2,Y434 Immunosuppressive agents,,13176
2,Y435 Acidifying and alkalizing agents,,13177
2,"Y436 Enzymes, NEC",,13178
2,"Y438 Other primarily systemic agents, NEC",,13179
2,"Y439 Primarily systemic agent, unspecified",,13180
2,Y44 Agents primarily affecting blood constituents,,13181
2,Y440 Iron preparations and other anti-hypochromic-anaemia preparations,,13182
2,"Y441 Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations",,13183
2,Y442 Anticoagulants,,13184
2,"Y443 Anticoagulant antagonists, vitamin K and other coagulants",,13185
2,Y444 Antithrombotic drugs [platelet-aggregation inhibitors],,13186
2,Y445 Thrombolytic drugs,,13187
2,Y446 Natural blood and blood products,,13188
2,Y447 Plasma substitutes,,13189
2,Y449 Other and unspecified agents affecting blood constituents,,13190
2,"Y45 Analgesics, antipyretics and anti-inflammatory drugs",,13191
2,Y450 Opioids and related analgesics,,13192
2,Y451 Salicylates,,13193
2,Y452 Propionic acid derivatives,,13194
2,Y453 Other nonsteroidal anti-inflammatory drugs [NSAID],,13195
2,Y454 Antirheumatics,,13196
2,Y455 4-Aminophenol derivatives,,13197
2,Y458 Other analgesics and antipyretics,,13198
2,"Y459 Analgesic, antipyretic and anti-inflammatory drug, unspecified",,13199
2,Y46 Antiepileptics and antiparkinsonism drugs,,13200
2,Y460 Succinimides,,13201
2,Y461 Oxazolidinediones,,13202
2,Y462 Hydantoin derivatives,,13203
2,Y463 Deoxybarbiturates,,13204
2,Y464 Iminostilbenes,,13205
2,Y465 Valproic acid,,13206
2,Y466 Other and unspecified antiepileptics,,13207
2,Y467 Antiparkinsonism drugs,,13208
2,Y468 Antispasticity drugs,,13209
2,"Y47 Sedatives, hypnotics and antianxiety drugs",,13210
2,"Y470 Barbiturates, NEC",,13211
2,Y471 Benzodiazepines,,13212
2,Y472 Cloral derivatives,,13213
2,Y473 Paraldehyde,,13214
2,Y474 Bromine compounds,,13215
2,"Y475 Mixed sedatives and hypnotics, NEC",,13216
2,"Y478 Other sedatives, hypnotics and antianxiety drugs",,13217
2,"Y479 Sedative, hypnotic and antianxiety drug, unspecified",,13218
2,Y48 Anaesthetics and therapeutic gases,,13219
2,Y480 Inhaled anaesthetics,,13220
2,Y481 Parenteral anaesthetics,,13221
2,Y482 Other and unspecified general anaesthetics,,13222
2,Y483 Local anaesthetics,,13223
2,"Y484 Anaesthetic, unspecified",,13224
2,Y485 Therapeutic gases,,13225
2,"Y49 Psychotropic drugs, NEC",,13226
2,Y490 Tricyclic and tetracyclic antidepressants,,13227
2,Y491 Monoamine-oxidase-inhibitor antidepressants,,13228
2,Y492 Other and unspecified antidepressants,,13229
2,Y493 Phenothiazine antipsychotics and neuroleptics,,13230
2,Y494 Butyrophenone and thioxanthene neuroleptics,,13231
2,Y495 Other antipsychotics and neuroleptics,,13232
2,Y496 Psychodysleptics [hallucinogens],,13233
2,Y497 Psychostimulants with abuse potential,,13234
2,"Y498 Other psychotropic drugs, NEC",,13235
2,"Y499 Psychotropic drug, unspecified",,13236
2,"Y50 Central nervous system stimulants, NEC",,13237
2,Y500 Analeptics,,13238
2,Y501 Opioid receptor antagonists,,13239
2,"Y502 Methylxanthines, NEC",,13240
2,Y508 Other central nervous system stimulants,,13241
2,"Y509 Central nervous system stimulant, unspecified",,13242
2,Y51 Drugs primarily affecting the autonomic nervous system,,13243
2,Y510 Anticholinesterase agents,,13244
2,Y511 Other parasympathomimetics [cholinergics],,13245
2,"Y512 Ganglionic blocking drugs, NEC",,13246
2,"Y513 Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, NEC",,13247
2,"Y514 Predominantly alpha-adrenoreceptor agonists, NEC",,13248
2,"Y515 Predominantly beta-adrenoreceptor agonists, NEC",,13249
2,"Y516 Alpha-Adrenoreceptor antagonists, NEC",,13250
2,"Y517 Beta-Adrenoreceptor antagonists, NEC",,13251
2,"Y518 Centrally acting and adrenergic-neuron-blocking agents, NEC",,13252
2,Y519 Other and unspecified drugs primarily affecting the autonomic nervous system,,13253
2,Y52 Agents primarily affecting the cardiovascular system,,13254
2,Y520 Cardiac-stimulant glycosides and drugs of similar action,,13255
2,Y521 Calcium-channel blockers,,13256
2,"Y522 Other antidysrhythmic drugs, NEC",,13257
2,"Y523 Coronary vasodilators, NEC",,13258
2,Y524 Angiotensin-converting-enzyme inhibitors,,13259
2,"Y525 Other antihypertensive drugs, NEC",,13260
2,Y526 Antihyperlipidaemic and antiarteriosclerotic drugs,,13261
2,Y527 Peripheral vasodilators,,13262
2,"Y528 Antivaricose drugs, including sclerosing agents",,13263
2,Y529 Other and unspecified agents primarily affecting the cardiovascular system,,13264
2,Y53 Agents primarily affecting the gastrointestinal system,,13265
2,Y530 Histamine H2-receptor antagonists,,13266
2,Y531 Other antacids and anti-gastric-secretion drugs,,13267
2,Y533 Saline and osmotic laxatives,,13269
2,Y534 Other laxatives,,13270
2,Y535 Digestants,,13271
2,Y536 Antidiarrhoeal drugs,,13272
2,Y537 Emetics,,13273
2,Y538 Other agents primarily affecting the gastrointestinal system,,13274
2,"Y539 Agent primarily affecting the gastrointestinal system, unspecified",,13275
2,Y54 Agents primarily affecting water-balance and mineral and uric acid metabolism,,13276
2,Y540 Mineralocorticoids,,13277
2,Y541 Mineralocorticoid antagonists [aldosterone antagonists],,13278
2,Y542 Carbonic-anhydrase inhibitors,,13279
2,Y543 Benzothiadiazine derivatives,,13280
2,Y544 Loop [high-ceiling] diuretics,,13281
2,Y545 Other diuretics,,13282
2,"Y546 Electrolytic, caloric and water-balance agents",,13283
2,Y547 Agents affecting calcification,,13284
2,Y548 Agents affecting uric acid metabolism,,13285
2,"Y549 Mineral salts, NEC",,13286
2,Y55 Agents primarily acting on smooth and skeletal muscles and the respiratory system,,13287
2,Y550 Oxytocic drugs,,13288
2,Y551 Skeletal muscle relaxants [neuromuscular blocking agents],,13289
2,Y552 Other and unspecified agents primarily acting on muscles,,13290
2,Y553 Antitussives,,13291
2,Y554 Expectorants,,13292
2,Y555 Anti-common-cold drugs,,13293
2,"Y556 Antiasthmatics, NEC",,13294
2,Y557 Other and unspecified agents primarily acting on the respiratory system,,13295
2,"Y56 Topical agents primarily affecting skin and mucous membrane and ophthalmological, otorhinolaryngological and dental drugs",,13296
2,"Y560 Local antifungal, anti-infective and anti-inflammatory drugs, NEC",,13297
2,Y561 Antipruritics,,13298
2,Y562 Local astringents and local detergents,,13299
2,"Y563 Emollients, demulcents and protectants",,13300
2,"Y564 Keratolytics, keratoplastics and other hair treatment drugs and preparations",,13301
2,Y565 Ophthalmological drugs and preparations,,13302
2,Y566 Otorhinolaryngological drugs and preparations,,13303
2,"Y567 Dental drugs, topically applied",,13304
2,Y568 Other topical agents,,13305
2,"Y569 Topical agent, unspecified",,13306
2,Y57 Other and unspecified drugs and medicaments,,13307
2,Y570 Appetite depressants [anorectics],,13308
2,Y571 Lipotropic drugs,,13309
2,"Y572 Antidotes and chelating agents, NEC",,13310
2,Y573 Alcohol deterrents,,13311
2,Y574 Pharmaceutical excipients,,13312
2,Y575 X-ray contrast media,,13313
2,Y576 Other diagnostic agents,,13314
2,"Y577 Vitamins, NEC",,13315
2,Y578 Other drugs and medicaments,,13316
2,"Y579 Drug or medicament, unspecified",,13317
2,Y58 Bacterial vaccines,,13318
2,Y580 BCG vaccine,,13319
2,Y581 Typhoid and paratyphoid vaccine,,13320
2,Y582 Cholera vaccine,,13321
2,Y583 Plague vaccine,,13322
2,Y584 Tetanus vaccine,,13323
2,Y585 Diphtheria vaccine,,13324
2,"Y586 Pertussis vaccine, including combinations with a pertussis component",,13325
2,"Y588 Mixed bacterial vaccines, except combinations with a pertussis component",,13326
2,Y589 Other and unspecified bacterial vaccines,,13327
2,Y59 Other and unspecified vaccines and biological substances,,13328
2,Y590 Viral vaccines,,13329
2,Y591 Rickettsial vaccines,,13330
2,Y592 Protozoal vaccines,,13331
2,Y593 Immunoglobulin,,13332
2,Y598 Other specified vaccines and biological substances,,13333
2,"Y599 Vaccine or biological substance, unspecified",,13334
2,"Y60 Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care",,13335
2,Y600 During surgical operation,,13336
2,Y601 During infusion or transfusion,,13337
2,Y602 During kidney dialysis or other perfusion,,13338
2,Y603 During injection or immunization,,13339
2,Y604 During endoscopic examination,,13340
2,Y605 During heart catheterization,,13341
2,"Y606 During aspiration, puncture and other catheterization",,13342
2,Y607 During administration of enema,,13343
2,Y608 During other surgical and medical care,,13344
2,Y609 During unspecified surgical and medical care,,13345
2,Y61 Foreign object accidentally left in body during surgical and medical care,,13346
2,Y610 During surgical operation,,13347
2,Y611 During infusion or transfusion,,13348
2,Y612 During kidney dialysis or other perfusion,,13349
2,Y613 During injection or immunization,,13350
2,Y614 During endoscopic examination,,13351
2,Y615 During heart catheterization,,13352
2,"Y616 During aspiration, puncture and other catheterization",,13353
2,Y617 During removal of catheter or packing,,13354
2,Y618 During other surgical and medical care,,13355
2,Y619 During unspecified surgical and medical care,,13356
2,Y62 Failure of sterile precautions during surgical and medical care,,13357
2,Y620 During surgical operation,,13358
2,Y621 During infusion or transfusion,,13359
2,Y622 During kidney dialysis or other perfusion,,13360
2,Y623 During injection or immunization,,13361
2,Y624 During endoscopic examination,,13362
2,Y625 During heart catheterization,,13363
2,"Y626 During aspiration, puncture and other catheterization",,13364
2,Y628 During other surgical and medical care,,13365
2,Y629 During unspecified surgical and medical care,,13366
2,Y63 Failure in dosage during surgical and medical care,,13367
2,Y630 Excessive amount of blood or other fluid given during transfusion or infusion,,13368
2,Y631 Incorrect dilution of fluid used during infusion,,13369
2,Y632 Overdose of radiation given during therapy,,13370
2,Y633 Inadvertent exposure of patient to radiation during medical care,,13371
2,Y634 Failure in dosage in electroshock or insulin-shock therapy,,13372
2,Y635 Inappropriate temperature in local application and packing,,13373
2,"Y636 Nonadministration of necessary drug, medicament or biological substance",,13374
2,Y638 Failure in dosage during other surgical and medical care,,13375
2,Y639 Failure in dosage during unspecified surgical and medical care,,13376
2,Y64 Contaminated medical or biological substances,,13377
2,"Y640 Contaminated medical or biological substance, transfused or infused",,13378
2,"Y641 Contaminated medical or biological substance, injected or used for immunization",,13379
2,Y648 Contaminated medical or biological substance administered by other means,,13380
2,Y649 Contaminated medical or biological substance administered by unspecified means,,13381
2,Y65 Other misadventures during surgical and medical care,,13382
2,Y650 Mismatched blood used in transfusion,,13383
2,Y651 Wrong fluid used in infusion,,13384
2,Y652 Failure in suture or ligature during surgical operation,,13385
2,Y653 Endotracheal tube wrongly placed during anaesthetic procedure,,13386
2,Y654 Failure to introduce or to remove other tube or instrument,,13387
2,Y655 Performance of inappropriate operation,,13388
2,Y658 Other specified misadventures during surgical and medical care,,13389
2,Y66 Nonadministration of surgical and medical care,,13390
2,Y69 Unspecified misadventure during surgical and medical care,,13391
2,Y70 Anaesthesiology devices associated with adverse incidents,,13392
2,"Y700 Anaesthesiology devices associated with adverse incidents, diagnostic and monitoring devices",,13393
2,"Y701 Anaesthesiology devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",,13394
2,"Y702 Anaesthesiology devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",,13395
2,"Y703 Anaesthesiology devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",,13396
2,"Y708 Anaesthesiology devices associated with adverse incidents, miscellaneous devices, NEC",,13397
2,Y71 Cardiovascular devices associated with adverse incidents,,13398
2,"Y710 Cardiovascular devices associated with adverse incidents, diagnostic and monitoring devices",,13399
2,"Y711 Cardiovascular devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",,13400
2,"Y712 Cardiovascular devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",,13401
2,"Y713 Cardiovascular devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",,13402
2,"Y718 Cardiovascular devices associated with adverse incidents, miscellaneous devices, NEC",,13403
2,Y72 Otorhinolaryngological devices associated with adverse incidents,,13404
2,"Y720 Otorhinolaryngological devices associated with adverse incidents, diagnostic and monitoring devices",,13405
2,"Y721 Otorhinolaryngological devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",,13406
2,"Y722 Otorhinolaryngological devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",,13407
2,"Y723 Otorhinolaryngological devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",,13408
2,"Y728 Otorhinolaryngological devices associated with adverse incidents, miscellaneous devices, NEC",,13409
2,Y73 Gastroenterology and urology devices associated with adverse incidents,,13410
2,"Y730 Gastroenterology and urology devices associated with adverse incidents, diagnostic and monitoring devices",,13411
2,"Y731 Gastroenterology and urology devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",,13412
2,"Y732 Gastroenterology and urology devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",,13413
2,"Y733 Gastroenterology and urology devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",,13414
2,"Y738 Gastroenterology and urology devices associated with adverse incidents, miscellaneous devices, NEC",,13415
2,Y74 General hospital and personal-use devices associated with adverse incidents,,13416
2,"Y740 General hospital and personal-use devices associated with adverse incidents, diagnostic and monitoring devices",,13417
2,"Y741 General hospital and personal-use devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",,13418
2,"Y742 General hospital and personal-use devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",,13419
2,"Y743 General hospital and personal-use devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",,13420
2,"Y748 General hospital and personal-use devices associated with adverse incidents, miscellaneous devices, NEC",,13421
2,Y75 Neurological devices associated with adverse incidents,,13422
2,"Y750 Neurological devices associated with adverse incidents, diagnostic and monitoring devices",,13423
2,"Y751 Neurological devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",,13424
2,"Y752 Neurological devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",,13425
2,"Y753 Neurological devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",,13426
2,"Y758 Neurological devices associated with adverse incidents, miscellaneous devices, NEC",,13427
2,Y76 Obstetric and gynaecological devices associated with adverse incidents,,13428
2,"Y760 Obstetric and gynaecological devices associated with adverse incidents, diagnostic and monitoring devices",,13429
2,"Y761 Obstetric and gynaecological devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",,13430
2,"Y762 Obstetric and gynaecological devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",,13431
2,"Y763 Obstetric and gynaecological devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",,13432
2,"Y768 Obstetric and gynaecological devices associated with adverse incidents, miscellaneous devices, NEC",,13433
2,Y77 Ophthalmic devices associated with adverse incidents,,13434
2,"Y770 Ophthalmic devices associated with adverse incidents, diagnostic and monitoring devices",,13435
2,"Y771 Ophthalmic devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",,13436
2,"Y772 Ophthalmic devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",,13437
2,"Y773 Ophthalmic devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",,13438
2,"Y778 Ophthalmic devices associated with adverse incidents, miscellaneous devices, NEC",,13439
2,Y78 Radiological devices associated with adverse incidents,,13440
2,"Y780 Radiological devices associated with adverse incidents, diagnostic and monitoring devices",,13441
2,"Y781 Radiological devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",,13442
2,"Y782 Radiological devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",,13443
2,"Y783 Radiological devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",,13444
2,"Y788 Radiological devices associated with adverse incidents, miscellaneous devices, NEC",,13445
2,Y79 Orthopaedic devices associated with adverse incidents,,13446
2,"Y790 Orthopaedic devices associated with adverse incidents, diagnostic and monitoring devices",,13447
